"","Code","ID","Date","Time","Day","Station","Min Delay","Min Gap","Bound","Line","Vehicle","Code Description","Station_Line"
"394","PUOPO",92,2025-01-02,17:32:00,"Thursday","ST ANDREW STATION","16","15","N","YU","5731","OPTO (COMMS) Train Door Monitoring","ST ANDREW STATION  -  YU"
"395","PUOPO",426,2025-01-07,19:31:00,"Tuesday","COLLEGE STATION","5","7","S","YU","5961","OPTO (COMMS) Train Door Monitoring","COLLEGE STATION  -  YU"
"396","PUOPO",1109,2025-01-17,18:33:00,"Friday","SHEPPARD STATION","3","6","N","YU","5986","OPTO (COMMS) Train Door Monitoring","SHEPPARD STATION  -  YU"
"397","PUOPO",1282,2025-01-20,18:17:00,"Monday","FINCH WEST STATION","4","7","N","YU","5686","OPTO (COMMS) Train Door Monitoring","FINCH WEST STATION  -  YU"
"398","PUOPO",800,2025-01-13,14:05:00,"Monday","DUNDAS STATION","8","12","N","YU","5836","OPTO (COMMS) Train Door Monitoring","DUNDAS STATION  -  YU"
"399","PUOPO",604,2025-01-10,05:37:00,"Friday","YORK MILLS STATION","12","None","S","YU","5686","OPTO (COMMS) Train Door Monitoring","YORK MILLS STATION  -  YU"
"400","PUOPO",1567,2025-01-24,15:01:00,"Friday","HIGHWAY 407 STATION","5","9","N","YU","5381","OPTO (COMMS) Train Door Monitoring","HIGHWAY 407 STATION  -  YU"
"401","PUOPO",1580,2025-01-24,17:24:00,"Friday","QUEEN STATION","3","6","S","YU","5536","OPTO (COMMS) Train Door Monitoring","QUEEN STATION  -  YU"
"402","PUSAC",1957,2025-01-30,05:44:00,"Thursday","EGLINTON STATION","5","10","N","YU","5416","Signals Axle Counter Block Failure","EGLINTON STATION  -  YU"
"403","PUSAC",1886,2025-01-29,07:19:00,"Wednesday","DUPONT STATION","8","10","S","YU","6096","Signals Axle Counter Block Failure","DUPONT STATION  -  YU"
"404","PUSAC",477,2025-01-08,11:32:00,"Wednesday","SPADINA YUS STATION","4","9","S","YU","5716","Signals Axle Counter Block Failure","SPADINA YUS STATION  -  YU"
"405","PUSAC",1322,2025-01-21,05:36:00,"Tuesday","YORK MILLS STATION","7","None","N","YU","5921","Signals Axle Counter Block Failure","YORK MILLS STATION  -  YU"
"406","PUSAC",1263,2025-01-20,14:37:00,"Monday","SHEPPARD WEST TO WILSO","21","24","N","YU","5701","Signals Axle Counter Block Failure","SHEPPARD WEST TO WILSO  -  YU"
"407","PUSCR",1076,2025-01-17,05:45:00,"Friday","KENNEDY BD STATION","5","10","None","BD","5092","Subway Car Radio Fault","KENNEDY BD STATION  -  BD"
"408","PUSCR",1342,2025-01-21,12:27:00,"Tuesday","DONLANDS STATION","5","9","W","BD","5088","Subway Car Radio Fault","DONLANDS STATION  -  BD"
"409","PUSCR",1075,2025-01-17,05:42:00,"Friday","GREENWOOD STATION","7","None","E","BD","5011","Subway Car Radio Fault","GREENWOOD STATION  -  BD"
"410","PUSI",1725,2025-01-27,06:15:00,"Monday","GREENWOOD STATION","13","18","W","BD","5159","Signals or Related Components Failure","GREENWOOD STATION  -  BD"
"411","PUSI",1437,2025-01-22,18:49:00,"Wednesday","KIPLING STATION","3","6","E","BD","5364","Signals or Related Components Failure","KIPLING STATION  -  BD"
"412","PUSIS",854,2025-01-14,07:12:00,"Tuesday","ISLINGTON STATION","7","10","E","BD","5070","Signals Track Weather Related","ISLINGTON STATION  -  BD"
"413","PUSNT",938,2025-01-15,06:00:00,"Wednesday","WARDEN STATION","3","8","W","BD","5236","Signal Problem - No Trouble","WARDEN STATION  -  BD"
"414","PUSO",2048,2025-01-31,11:54:00,"Friday","YORKDALE STATION","6","11","S","YU","5656","S/E/C Department Other","YORKDALE STATION  -  YU"
"415","PUSO",1084,2025-01-17,10:04:00,"Friday","GREENWOOD STATION","21","25","E","BD","5336","S/E/C Department Other","GREENWOOD STATION  -  BD"
"416","PUSRA",347,2025-01-06,18:15:00,"Monday","SHERBOURNE STATION","8","11","E","BD","5095","Subway Radio System Fault","SHERBOURNE STATION  -  BD"
"417","PUSRA",944,2025-01-15,08:57:00,"Wednesday","KENNEDY BD STATION","3","7","W","BD","5275","Subway Radio System Fault","KENNEDY BD STATION  -  BD"
"418","PUSRA",2073,2025-01-31,16:01:00,"Friday","ROYAL YORK STATION","8","11","E","BD","5341","Subway Radio System Fault","ROYAL YORK STATION  -  BD"
"419","PUSRA",374,2025-01-07,06:00:00,"Tuesday","FINCH STATION","4","8","S","YU","6006","Subway Radio System Fault","FINCH STATION  -  YU"
"420","PUSTC",33,2025-01-01,17:49:00,"Wednesday","CASTLE FRANK STATION","4","8","E","BD","5240","Signals - Track Circuit Problems","CASTLE FRANK STATION  -  BD"
"421","PUSTC",1419,2025-01-22,11:34:00,"Wednesday","KIPLING STATION","28","32","E","BD","5286","Signals - Track Circuit Problems","KIPLING STATION  -  BD"
"422","PUSTC",740,2025-01-12,10:14:00,"Sunday","DONLANDS STATION","4","8","E","BD","5144","Signals - Track Circuit Problems","DONLANDS STATION  -  BD"
"423","PUSTS",1409,2025-01-22,09:32:00,"Wednesday","CHESTER STATION","5","8","E","BD","5108","Signals - Train Stops","CHESTER STATION  -  BD"
"424","PUSTS",1760,2025-01-27,17:25:00,"Monday","WARDEN STATION","3","6","E","BD","5298","Signals - Train Stops","WARDEN STATION  -  BD"
"425","PUSTS",1884,2025-01-29,06:14:00,"Wednesday","ISLINGTON STATION","4","8","E","BD","5104","Signals - Train Stops","ISLINGTON STATION  -  BD"
"426","PUSTS",1843,2025-01-28,18:46:00,"Tuesday","MAIN STREET STATION","3","8","W","BD","5341","Signals - Train Stops","MAIN STREET STATION  -  BD"
"427","PUSWZ",1727,2025-01-27,06:30:00,"Monday","EGLINTON STATION","3","6","N","YU","6076","Work Zone Problems - Signals","EGLINTON STATION  -  YU"
"428","PUSWZ",583,2025-01-09,20:36:00,"Thursday","OLD MILL STATION","5","9","W","BD","5154","Work Zone Problems - Signals","OLD MILL STATION  -  BD"
"429","PUTDN",1739,2025-01-27,11:44:00,"Monday","ROYAL YORK STATION","5","9","E","BD","5268","Debris At Track Level - Uncontrollable","ROYAL YORK STATION  -  BD"
"430","PUTIJ",1270,2025-01-20,15:22:00,"Monday","YONGE BD STATION","85","88","E","BD","5203","Insulated Joint Related Problem","YONGE BD STATION  -  BD"
"431","PUTO",937,2025-01-15,06:00:00,"Wednesday","KING STATION","8","None","S","YU","5781","T&S Other","KING STATION  -  YU"
"432","PUTO",2030,2025-01-31,05:56:00,"Friday","EGLINTON STATION","5","10","N","YU","5506","T&S Other","EGLINTON STATION  -  YU"
"433","PUTO",1229,2025-01-19,01:40:00,"Sunday","DAVISVILLE STATION","5","None","S","YU","6081","T&S Other","DAVISVILLE STATION  -  YU"
"434","PUTO",1728,2025-01-27,06:35:00,"Monday","DONLANDS STATION","6","9","E","BD","5012","T&S Other","DONLANDS STATION  -  BD"
"435","PUTO",737,2025-01-12,08:33:00,"Sunday","DUPONT STATION","7","None","N","YU","5556","T&S Other","DUPONT STATION  -  YU"
"436","PUTO",1523,2025-01-23,00:00:00,"Thursday","HIGH PARK STATION","4","9","E","BD","5054","T&S Other","HIGH PARK STATION  -  BD"
"437","PUTO",139,2025-01-03,05:53:00,"Friday","BLOOR STATION","7","None","S","YU","5711","T&S Other","BLOOR STATION  -  YU"
"438","PUTO",1882,2025-01-29,06:08:00,"Wednesday","OSSINGTON STATION","89","92","E","BD","5080","T&S Other","OSSINGTON STATION  -  BD"
"439","PUTR",248,2025-01-05,08:33:00,"Sunday","DUPONT STATION","10","None","N","YU","6006","Rail Related Problem","DUPONT STATION  -  YU"
"440","PUTR",1096,2025-01-17,14:00:00,"Friday","ST GEORGE YUS STATION","5","9","N","YU","5936","Rail Related Problem","ST GEORGE YUS STATION  -  YU"
"441","PUTR",7,2025-01-01,08:13:00,"Wednesday","BLOOR STATION","9","None","S","YU","5836","Rail Related Problem","BLOOR STATION  -  YU"
"442","PUTR",1001,2025-01-16,05:59:00,"Thursday","KING STATION","8","None","S","YU","5866","Rail Related Problem","KING STATION  -  YU"
"443","PUTR",373,2025-01-07,05:59:00,"Tuesday","KING STATION","9","None","S","YU","5446","Rail Related Problem","KING STATION  -  YU"
"444","PUTR",776,2025-01-13,05:59:00,"Monday","KING STATION","8","None","S","YU","5486","Rail Related Problem","KING STATION  -  YU"
"445","PUTR",463,2025-01-08,06:01:00,"Wednesday","UNION STATION (TOWARDS","10","None","N","YU","5616","Rail Related Problem","UNION STATION (TOWARDS  -  YU"
"446","PUTR",1192,2025-01-19,08:35:00,"Sunday","DUPONT STATION","10","None","N","YU","5456","Rail Related Problem","DUPONT STATION  -  YU"
"447","PUTR",2031,2025-01-31,05:59:00,"Friday","KING STATION","10","None","S","YU","6101","Rail Related Problem","KING STATION  -  YU"
"448","PUTR",1467,2025-01-23,06:01:00,"Thursday","ST GEORGE YUS STATION","7","None","S","YU","5586","Rail Related Problem","ST GEORGE YUS STATION  -  YU"
"449","PUTR",850,2025-01-14,06:00:00,"Tuesday","KING STATION","8","None","S","YU","6116","Rail Related Problem","KING STATION  -  YU"
"450","PUTR",1468,2025-01-23,06:09:00,"Thursday","MUSEUM STATION","6","None","N","YU","5526","Rail Related Problem","MUSEUM STATION  -  YU"
"451","PUTR",1235,2025-01-20,05:59:00,"Monday","KING STATION","3","None","S","YU","5886","Rail Related Problem","KING STATION  -  YU"
"452","PUTR",1324,2025-01-21,06:00:00,"Tuesday","KING STATION","6","None","S","YU","5456","Rail Related Problem","KING STATION  -  YU"
"453","PUTR",1538,2025-01-24,05:59:00,"Friday","KING STATION","9","None","S","YU","5546","Rail Related Problem","KING STATION  -  YU"
"454","PUTR",1539,2025-01-24,06:02:00,"Friday","ST CLAIR WEST STATION","5","None","S","YU","5491","Rail Related Problem","ST CLAIR WEST STATION  -  YU"
"455","PUTR",1958,2025-01-30,05:59:00,"Thursday","KING STATION","6","None","S","YU","5816","Rail Related Problem","KING STATION  -  YU"
"456","PUTR",304,2025-01-06,05:59:00,"Monday","KING STATION","7","None","S","YU","5381","Rail Related Problem","KING STATION  -  YU"
"457","PUTR",1077,2025-01-17,05:59:00,"Friday","KING STATION","7","None","S","YU","5906","Rail Related Problem","KING STATION  -  YU"
"458","PUTR",1795,2025-01-28,05:59:00,"Tuesday","KING STATION","8","None","S","YU","5926","Rail Related Problem","KING STATION  -  YU"
"459","PUTR",525,2025-01-09,05:59:00,"Thursday","KING STATION","8","None","S","YU","5526","Rail Related Problem","KING STATION  -  YU"
"460","PUTR",1881,2025-01-29,05:59:00,"Wednesday","KING STATION","7","None","S","YU","6031","Rail Related Problem","KING STATION  -  YU"
"461","PUTR",8,2025-01-01,08:15:00,"Wednesday","BLOOR STATION","5","None","N","YU","5706","Rail Related Problem","BLOOR STATION  -  YU"
"462","PUTTP",1394,2025-01-22,04:41:00,"Wednesday","YORKDALE STATION","360","364","S","YU","5996","Traction Power Rail Related","YORKDALE STATION  -  YU"
"463","PUTWZ",614,2025-01-10,07:46:00,"Friday","ST GEORGE YUS STATION","3","5","S","YU","5706","Work Zone Problems - Track","ST GEORGE YUS STATION  -  YU"
"464","PUTWZ",677,2025-01-11,06:39:00,"Saturday","SHERBOURNE STATION","5","10","W","BD","5208","Work Zone Problems - Track","SHERBOURNE STATION  -  BD"
"465","PUTWZ",1723,2025-01-27,06:02:00,"Monday","UNION STATION","8","None","S","YU","6076","Work Zone Problems - Track","UNION STATION  -  YU"
"466","PUTWZ",1720,2025-01-27,05:48:00,"Monday","EGLINTON STATION","5","10","N","YU","5776","Work Zone Problems - Track","EGLINTON STATION  -  YU"
"467","PUTWZ",1139,2025-01-18,05:47:00,"Saturday","KEELE STATION","3","None","W","BD","5237","Work Zone Problems - Track","KEELE STATION  -  BD"
"468","PUTWZ",202,2025-01-04,06:40:00,"Saturday","WILSON STATION","14","None","N","YU","5771","Work Zone Problems - Track","WILSON STATION  -  YU"
"469","PUTWZ",1724,2025-01-27,06:14:00,"Monday","DUPONT STATION","14","None","N","YU","5886","Work Zone Problems - Track","DUPONT STATION  -  YU"
"470","PUTWZ",1854,2025-01-28,21:35:00,"Tuesday","DAVISVILLE - ST. CLAIR","15","19","S","YU","5411","Work Zone Problems - Track","DAVISVILLE - ST. CLAIR  -  YU"
"471","SUAE",235,2025-01-04,21:01:00,"Saturday","COXWELL STATION","6","12","W","BD","5355","Assault / Employee Involved","COXWELL STATION  -  BD"
"472","SUAE",1015,2025-01-16,10:18:00,"Thursday","FINCH STATION","10","13","N","YU","5516","Assault / Employee Involved","FINCH STATION  -  YU"
"473","SUAE",1462,2025-01-22,01:31:00,"Wednesday","DONLANDS STATION","8","13","E","BD","5132","Assault / Employee Involved","DONLANDS STATION  -  BD"
"474","SUAE",551,2025-01-09,12:39:00,"Thursday","BLOOR STATION","7","12","S","YU","5641","Assault / Employee Involved","BLOOR STATION  -  YU"
"475","SUAE",2060,2025-01-31,14:04:00,"Friday","ST GEORGE YUS STATION","6","10","N","YU","5676","Assault / Employee Involved","ST GEORGE YUS STATION  -  YU"
"476","SUAP",1544,2025-01-24,07:38:00,"Friday","SHEPPARD STATION","23","25","N","YU","6121","Assault / Patron Involved","SHEPPARD STATION  -  YU"
"477","SUAP",94,2025-01-02,17:58:00,"Thursday","BROADVIEW STATION","23","26","W","BD","5312","Assault / Patron Involved","BROADVIEW STATION  -  BD"
"478","SUAP",1694,2025-01-26,15:09:00,"Sunday","SUMMERHILL STATION","4","8","S","YU","5916","Assault / Patron Involved","SUMMERHILL STATION  -  YU"
"479","SUAP",1770,2025-01-27,20:05:00,"Monday","ST CLAIR WEST STATION","4","8","S","YU","5396","Assault / Patron Involved","ST CLAIR WEST STATION  -  YU"
"480","SUAP",1833,2025-01-28,16:45:00,"Tuesday","QUEEN STATION","6","10","S","YU","5456","Assault / Patron Involved","QUEEN STATION  -  YU"
"481","SUAP",180,2025-01-03,20:09:00,"Friday","UNION STATION","10","14","N","YU","6026","Assault / Patron Involved","UNION STATION  -  YU"
"482","SUAP",1607,2025-01-24,07:41:00,"Friday","SHEPPARD-YONGE STATION","23","30","E","SHP","6166","Assault / Patron Involved","SHEPPARD-YONGE STATION  -  SHP"
"483","SUAP",948,2025-01-15,11:31:00,"Wednesday","OSGOODE STATION","8","13","N","YU","5391","Assault / Patron Involved","OSGOODE STATION  -  YU"
"484","SUAP",1472,2025-01-23,08:23:00,"Thursday","WILSON STATION","11","13","S","YU","5561","Assault / Patron Involved","WILSON STATION  -  YU"
"485","SUAP",1920,2025-01-29,15:28:00,"Wednesday","CHESTER STATION","5","9","E","BD","None","Assault / Patron Involved","CHESTER STATION  -  BD"
"486","SUAP",2063,2025-01-31,14:57:00,"Friday","YORKDALE STATION","16","20","N","YU","6011","Assault / Patron Involved","YORKDALE STATION  -  YU"
"487","SUAP",1805,2025-01-28,08:42:00,"Tuesday","ST CLAIR STATION","9","12","S","YU","5506","Assault / Patron Involved","ST CLAIR STATION  -  YU"
"488","SUAP",220,2025-01-04,14:42:00,"Saturday","SHEPPARD WEST STATION","15","19","S","YU","6136","Assault / Patron Involved","SHEPPARD WEST STATION  -  YU"
"489","SUAP",1496,2025-01-23,16:40:00,"Thursday","FINCH STATION","11","14","N","YU","6136","Assault / Patron Involved","FINCH STATION  -  YU"
"490","SUAP",982,2025-01-15,19:16:00,"Wednesday","EGLINTON STATION","3","5","N","YU","5966","Assault / Patron Involved","EGLINTON STATION  -  YU"
"491","SUDP",168,2025-01-03,16:23:00,"Friday","ISLINGTON STATION","9","12","W","BD","5365","Disorderly Patron","ISLINGTON STATION  -  BD"
"492","SUDP",482,2025-01-08,13:42:00,"Wednesday","CASTLE FRANK STATION","5","9","E","BD","5208","Disorderly Patron","CASTLE FRANK STATION  -  BD"
"493","SUDP",278,2025-01-05,20:58:00,"Sunday","BLOOR STATION","3","9","S","YU","5381","Disorderly Patron","BLOOR STATION  -  YU"
"494","SUDP",1490,2025-01-23,14:38:00,"Thursday","DAVISVILLE STATION","4","8","S","YU","5471","Disorderly Patron","DAVISVILLE STATION  -  YU"
"495","SUDP",949,2025-01-15,11:55:00,"Wednesday","SHERBOURNE STATION","14","18","E","BD","5004","Disorderly Patron","SHERBOURNE STATION  -  BD"
"496","SUDP",641,2025-01-10,15:34:00,"Friday","WARDEN STATION","5","8","W","BD","5086","Disorderly Patron","WARDEN STATION  -  BD"
"497","SUDP",101,2025-01-02,19:44:00,"Thursday","CASTLE FRANK STATION","26","30","W","BD","5086","Disorderly Patron","CASTLE FRANK STATION  -  BD"
"498","SUDP",1746,2025-01-27,14:01:00,"Monday","ST CLAIR STATION","6","10","N","YU","5996","Disorderly Patron","ST CLAIR STATION  -  YU"
"499","SUDP",258,2025-01-05,13:26:00,"Sunday","LAWRENCE STATION","3","7","N","YU","5686","Disorderly Patron","LAWRENCE STATION  -  YU"
"500","SUDP",1606,2025-01-24,01:38:00,"Friday","FINCH STATION","8","15","None","YU","None","Disorderly Patron","FINCH STATION  -  YU"
"501","SUDP",436,2025-01-07,21:41:00,"Tuesday","BLOOR STATION","7","11","N","YU","6091","Disorderly Patron","BLOOR STATION  -  YU"
"502","SUDP",151,2025-01-03,11:15:00,"Friday","YONGE BD STATION","9","13","E","BD","5074","Disorderly Patron","YONGE BD STATION  -  BD"
"503","SUDP",1042,2025-01-16,17:55:00,"Thursday","DUNDAS STATION","3","8","N","YU","6076","Disorderly Patron","DUNDAS STATION  -  YU"
"504","SUDP",882,2025-01-14,16:25:00,"Tuesday","MAIN STREET STATION","9","12","W","BD","5349","Disorderly Patron","MAIN STREET STATION  -  BD"
"505","SUDP",1975,2025-01-30,09:47:00,"Thursday","SUMMERHILL STATION","7","12","N","YU","5446","Disorderly Patron","SUMMERHILL STATION  -  YU"
"506","SUDP",1262,2025-01-20,14:20:00,"Monday","ST CLAIR WEST STATION","7","11","N","YU","5701","Disorderly Patron","ST CLAIR WEST STATION  -  YU"
"507","SUDP",496,2025-01-08,17:49:00,"Wednesday","BLOOR STATION","4","6","S","YU","5821","Disorderly Patron","BLOOR STATION  -  YU"
"508","SUDP",1623,2025-01-25,10:59:00,"Saturday","UNION STATION TO ST. A","15","21","N","YU","6091","Disorderly Patron","UNION STATION TO ST. A  -  YU"
"509","SUDP",827,2025-01-13,21:19:00,"Monday","GLENCAIRN STATION","8","12","N","YU","5581","Disorderly Patron","GLENCAIRN STATION  -  YU"
"510","SUDP",1193,2025-01-19,08:57:00,"Sunday","BLOOR STATION","3","9","S","YU","5541","Disorderly Patron","BLOOR STATION  -  YU"
"511","SUDP",1411,2025-01-22,10:03:00,"Wednesday","PAPE STATION","3","6","E","BD","5037","Disorderly Patron","PAPE STATION  -  BD"
"512","SUDP",377,2025-01-07,07:38:00,"Tuesday","PIONEER VILLAGE STATIO","6","9","N","YU","5381","Disorderly Patron","PIONEER VILLAGE STATIO  -  YU"
"513","SUDP",421,2025-01-07,18:46:00,"Tuesday","HIGHWAY 407 STATION","7","10","N","YU","5711","Disorderly Patron","HIGHWAY 407 STATION  -  YU"
"514","SUDP",947,2025-01-15,11:26:00,"Wednesday","SHEPPARD WEST STATION","6","10","S","YU","6081","Disorderly Patron","SHEPPARD WEST STATION  -  YU"
"515","SUDP",908,2025-01-14,22:08:00,"Tuesday","QUEEN'S PARK STATION","8","12","N","YU","5666","Disorderly Patron","QUEEN'S PARK STATION  -  YU"
"516","SUDP",1933,2025-01-29,20:47:00,"Wednesday","WARDEN STATION","5","10","E","BD","5244","Disorderly Patron","WARDEN STATION  -  BD"
"517","SUDP",1368,2025-01-21,18:59:00,"Tuesday","BLOOR STATION","3","6","S","YU","5461","Disorderly Patron","BLOOR STATION  -  YU"
"518","SUDP",318,2025-01-06,10:01:00,"Monday","VAUGHAN MC STATION","3","6","S","YU","5971","Disorderly Patron","VAUGHAN MC STATION  -  YU"
"519","SUDP",1524,2025-01-23,00:17:00,"Thursday","EGLINTON STATION","4","10","N","YU","5541","Disorderly Patron","EGLINTON STATION  -  YU"
"520","SUDP",375,2025-01-07,07:03:00,"Tuesday","KEELE STATION","5","8","E","BD","5169","Disorderly Patron","KEELE STATION  -  BD"
"521","SUDP",1931,2025-01-29,20:37:00,"Wednesday","BLOOR STATION","4","8","N","YU","6166","Disorderly Patron","BLOOR STATION  -  YU"
"522","SUDP",233,2025-01-04,20:14:00,"Saturday","RUNNYMEDE STATION","11","16","W","BD","5016","Disorderly Patron","RUNNYMEDE STATION  -  BD"
"523","SUDP",1220,2025-01-19,22:11:00,"Sunday","SHEPPARD WEST STATION","6","12","N","YU","5996","Disorderly Patron","SHEPPARD WEST STATION  -  YU"
"524","SUDP",536,2025-01-09,09:10:00,"Thursday","KENNEDY BD STATION","3","6","E","BD","5052","Disorderly Patron","KENNEDY BD STATION  -  BD"
"525","SUDP",602,2025-01-09,16:04:00,"Thursday","SHEPPARD-YONGE STATION","7","14","E","SHP","6146","Disorderly Patron","SHEPPARD-YONGE STATION  -  SHP"
"526","SUDP",215,2025-01-04,13:14:00,"Saturday","VAUGHAN MC STATION","4","8","S","YU","6126","Disorderly Patron","VAUGHAN MC STATION  -  YU"
"527","SUDP",109,2025-01-02,21:18:00,"Thursday","KENNEDY BD STATION","5","10","W","BD","5219","Disorderly Patron","KENNEDY BD STATION  -  BD"
"528","SUDP",1106,2025-01-17,17:04:00,"Friday","VAUGHAN MC STATION","3","6","S","YU","5986","Disorderly Patron","VAUGHAN MC STATION  -  YU"
"529","SUDP",502,2025-01-08,18:41:00,"Wednesday","LAWRENCE STATION","25","28","N","YU","5806","Disorderly Patron","LAWRENCE STATION  -  YU"
"530","SUDP",980,2025-01-15,18:52:00,"Wednesday","YORKDALE STATION","5","7","N","YU","5716","Disorderly Patron","YORKDALE STATION  -  YU"
"531","SUDP",1709,2025-01-26,21:54:00,"Sunday","KENNEDY BD STATION","4","8","W","BD","5009","Disorderly Patron","KENNEDY BD STATION  -  BD"
"532","SUDP",700,2025-01-11,15:17:00,"Saturday","CASTLE FRANK STATION","15","19","E","BD","5139","Disorderly Patron","CASTLE FRANK STATION  -  BD"
"533","SUDP",259,2025-01-05,14:16:00,"Sunday","ST GEORGE BD STATION","3","7","E","BD","5006","Disorderly Patron","ST GEORGE BD STATION  -  BD"
"534","SUDP",153,2025-01-03,11:31:00,"Friday","SHEPPARD STATION","8","13","S","YU","5406","Disorderly Patron","SHEPPARD STATION  -  YU"
"535","SUDP",1406,2025-01-22,08:51:00,"Wednesday","WELLESLEY STATION","6","8","N","YU","6066","Disorderly Patron","WELLESLEY STATION  -  YU"
"536","SUDP",672,2025-01-11,02:05:00,"Saturday","WARDEN STATION","14","19","E","BD","5181","Disorderly Patron","WARDEN STATION  -  BD"
"537","SUDP",2006,2025-01-30,19:57:00,"Thursday","BROADVIEW STATION","28","33","W","BD","5235","Disorderly Patron","BROADVIEW STATION  -  BD"
"538","SUDP",1764,2025-01-27,19:22:00,"Monday","KENNEDY BD STATION","5","10","W","BD","5258","Disorderly Patron","KENNEDY BD STATION  -  BD"
"539","SUDP",2091,2025-01-31,21:49:00,"Friday","DONLANDS STATION","6","11","E","BD","5160","Disorderly Patron","DONLANDS STATION  -  BD"
"540","SUDP",1377,2025-01-21,20:09:00,"Tuesday","DUPONT STATION","11","15","S","YU","5816","Disorderly Patron","DUPONT STATION  -  YU"
"541","SUDP",1493,2025-01-23,15:32:00,"Thursday","DAVISVILLE STATION","7","11","S","YU","6031","Disorderly Patron","DAVISVILLE STATION  -  YU"
"542","SUDP",742,2025-01-12,10:55:00,"Sunday","ST GEORGE YUS STATION","5","9","S","YU","5866","Disorderly Patron","ST GEORGE YUS STATION  -  YU"
"543","SUDP",21,2025-01-01,15:14:00,"Wednesday","ST GEORGE YUS STATION","4","8","S","YU","6111","Disorderly Patron","ST GEORGE YUS STATION  -  YU"
"544","SUDP",226,2025-01-04,17:54:00,"Saturday","OLD MILL STATION","3","7","E","BD","5066","Disorderly Patron","OLD MILL STATION  -  BD"
"545","SUDP",1237,2025-01-20,06:33:00,"Monday","BLOOR STATION","3","7","S","YU","5951","Disorderly Patron","BLOOR STATION  -  YU"
"546","SUDP",995,2025-01-15,01:26:00,"Wednesday","ST CLAIR STATION","5","11","S","YU","5733","Disorderly Patron","ST CLAIR STATION  -  YU"
"547","SUDP",1040,2025-01-16,17:25:00,"Thursday","ST GEORGE YUS STATION","5","9","N","YU","5446","Disorderly Patron","ST GEORGE YUS STATION  -  YU"
"548","SUDP",1891,2025-01-29,09:01:00,"Wednesday","COLLEGE STATION","11","13","N","YU","5556","Disorderly Patron","COLLEGE STATION  -  YU"
"549","SUDP",469,2025-01-08,07:00:00,"Wednesday","ST GEORGE YUS STATION","13","15","N","YU","5981","Disorderly Patron","ST GEORGE YUS STATION  -  YU"
"550","SUDP",1294,2025-01-20,20:53:00,"Monday","DAVISVILLE STATION","15","19","N","YU","5611","Disorderly Patron","DAVISVILLE STATION  -  YU"
"551","SUDP",1842,2025-01-28,18:34:00,"Tuesday","KENNEDY BD STATION","9","13","None","BD","5182","Disorderly Patron","KENNEDY BD STATION  -  BD"
"552","SUDP",82,2025-01-02,14:30:00,"Thursday","YORK MILLS STATION","4","7","S","YU","5581","Disorderly Patron","YORK MILLS STATION  -  YU"
"553","SUDP",412,2025-01-07,16:29:00,"Tuesday","DUPONT STATION","16","18","S","YU","5406","Disorderly Patron","DUPONT STATION  -  YU"
"554","SUDP",682,2025-01-11,08:56:00,"Saturday","ST CLAIR WEST STATION","3","9","S","YU","5706","Disorderly Patron","ST CLAIR WEST STATION  -  YU"
"555","SUDP",1265,2025-01-20,14:53:00,"Monday","WOODBINE STATION","6","13","E","BD","5084","Disorderly Patron","WOODBINE STATION  -  BD"
"556","SUDP",213,2025-01-04,12:38:00,"Saturday","OSSINGTON STATION","10","14","E","BD","5084","Disorderly Patron","OSSINGTON STATION  -  BD"
"557","SUDP",581,2025-01-09,19:52:00,"Thursday","SHEPPARD WEST STATION","21","25","S","YU","5646","Disorderly Patron","SHEPPARD WEST STATION  -  YU"
"558","SUDP",824,2025-01-13,21:13:00,"Monday","YORKDALE STATION","11","15","N","YU","5881","Disorderly Patron","YORKDALE STATION  -  YU"
"559","SUDP",623,2025-01-10,09:50:00,"Friday","SHEPPARD STATION","3","7","N","YU","5696","Disorderly Patron","SHEPPARD STATION  -  YU"
"560","SUDP",1112,2025-01-17,18:45:00,"Friday","NORTH YORK CTR STATION","40","43","S","YU","5984","Disorderly Patron","NORTH YORK CTR STATION  -  YU"
"561","SUDP",1556,2025-01-24,10:49:00,"Friday","EGLINTON STATION","9","13","N","YU","6021","Disorderly Patron","EGLINTON STATION  -  YU"
"562","SUDP",185,2025-01-03,21:56:00,"Friday","BLOOR STATION","3","7","S","YU","6031","Disorderly Patron","BLOOR STATION  -  YU"
"563","SUDP",1602,2025-01-24,23:04:00,"Friday","LAWRENCE WEST STATION","5","10","N","YU","5963","Disorderly Patron","LAWRENCE WEST STATION  -  YU"
"564","SUDP",2022,2025-01-31,02:02:00,"Friday","WARDEN STATION","3","8","E","BD","5261","Disorderly Patron","WARDEN STATION  -  BD"
"565","SUDP",1929,2025-01-29,18:40:00,"Wednesday","ROSEDALE STATION","3","6","N","YU","5831","Disorderly Patron","ROSEDALE STATION  -  YU"
"566","SUDP",1930,2025-01-29,20:05:00,"Wednesday","BROADVIEW STATION","9","13","E","BD","5091","Disorderly Patron","BROADVIEW STATION  -  BD"
"567","SUDP",1284,2025-01-20,18:36:00,"Monday","EGLINTON WEST STATION","9","12","N","YU","5526","Disorderly Patron","EGLINTON WEST STATION  -  YU"
"568","SUDP",801,2025-01-13,14:11:00,"Monday","DAVISVILLE STATION","4","8","S","YU","5576","Disorderly Patron","DAVISVILLE STATION  -  YU"
