"","Code","ID","Date","Time","Day","Station","Min Delay","Min Gap","Bound","Line","Vehicle","Code Description","Station_Line"
"238","MUPAA",1659,2025-01-25,23:09:00,"Saturday","BLOOR STATION","7","13","N","YU","6096","Passenger Assistance Alarm Activated - No Trouble Found","BLOOR STATION  -  YU"
"239","MUPAA",1440,2025-01-22,19:02:00,"Wednesday","COLLEGE STATION","3","5","S","YU","5911","Passenger Assistance Alarm Activated - No Trouble Found","COLLEGE STATION  -  YU"
"240","MUPAA",510,2025-01-08,20:29:00,"Wednesday","ISLINGTON STATION","4","7","E","BD","5341","Passenger Assistance Alarm Activated - No Trouble Found","ISLINGTON STATION  -  BD"
"241","MUPAA",465,2025-01-08,06:38:00,"Wednesday","DOWNSVIEW PARK STATION","4","7","N","YU","5846","Passenger Assistance Alarm Activated - No Trouble Found","DOWNSVIEW PARK STATION  -  YU"
"242","MUPAA",203,2025-01-04,06:57:00,"Saturday","BLOOR STATION","3","9","N","YU","5641","Passenger Assistance Alarm Activated - No Trouble Found","BLOOR STATION  -  YU"
"243","MUPAA",703,2025-01-11,16:06:00,"Saturday","UNION STATION TO KING","5","9","N","YU","5451","Passenger Assistance Alarm Activated - No Trouble Found","UNION STATION TO KING  -  YU"
"244","MUPAA",744,2025-01-12,12:23:00,"Sunday","COLLEGE STATION","5","9","N","YU","5656","Passenger Assistance Alarm Activated - No Trouble Found","COLLEGE STATION  -  YU"
"245","MUPAA",1916,2025-01-29,14:42:00,"Wednesday","DONLANDS STATION","4","8","W","BD","5362","Passenger Assistance Alarm Activated - No Trouble Found","DONLANDS STATION  -  BD"
"246","MUPAA",475,2025-01-08,11:05:00,"Wednesday","KENNEDY BD STATION","4","8","W","BD","5316","Passenger Assistance Alarm Activated - No Trouble Found","KENNEDY BD STATION  -  BD"
"247","MUPAA",314,2025-01-06,09:17:00,"Monday","ROSEDALE STATION","4","7","S","YU","5851","Passenger Assistance Alarm Activated - No Trouble Found","ROSEDALE STATION  -  YU"
"248","MUPAA",1453,2025-01-22,22:38:00,"Wednesday","QUEEN'S PARK STATION","4","8","N","YU","5656","Passenger Assistance Alarm Activated - No Trouble Found","QUEEN'S PARK STATION  -  YU"
"249","MUPAA",1264,2025-01-20,14:51:00,"Monday","GLENCAIRN STATION","4","8","N","YU","5421","Passenger Assistance Alarm Activated - No Trouble Found","GLENCAIRN STATION  -  YU"
"250","MUPAA",1497,2025-01-23,16:43:00,"Thursday","BLOOR STATION","5","9","N","YU","5881","Passenger Assistance Alarm Activated - No Trouble Found","BLOOR STATION  -  YU"
"251","MUPAA",47,2025-01-01,01:16:00,"Wednesday","EGLINTON STATION","3","9","N","YU","5606","Passenger Assistance Alarm Activated - No Trouble Found","EGLINTON STATION  -  YU"
"252","MUPAA",792,2025-01-13,11:25:00,"Monday","COLLEGE STATION","6","11","S","YU","5391","Passenger Assistance Alarm Activated - No Trouble Found","COLLEGE STATION  -  YU"
"253","MUPAA",951,2025-01-15,12:01:00,"Wednesday","EGLINTON WEST STATION","4","9","S","YU","5941","Passenger Assistance Alarm Activated - No Trouble Found","EGLINTON WEST STATION  -  YU"
"254","MUPAA",1733,2025-01-27,07:57:00,"Monday","SUMMERHILL STATION","4","6","S","YU","5641","Passenger Assistance Alarm Activated - No Trouble Found","SUMMERHILL STATION  -  YU"
"255","MUPAA",414,2025-01-07,16:51:00,"Tuesday","ST GEORGE YUS STATION","4","6","N","YU","5961","Passenger Assistance Alarm Activated - No Trouble Found","ST GEORGE YUS STATION  -  YU"
"256","MUPAA",1820,2025-01-28,13:35:00,"Tuesday","BAY STATION","5","9","E","BD","5083","Passenger Assistance Alarm Activated - No Trouble Found","BAY STATION  -  BD"
"257","MUPAA",97,2025-01-02,19:15:00,"Thursday","BLOOR STATION","3","5","N","YU","5641","Passenger Assistance Alarm Activated - No Trouble Found","BLOOR STATION  -  YU"
"258","MUPAA",663,2025-01-10,22:19:00,"Friday","CASTLE FRANK STATION","3","8","E","BD","5347","Passenger Assistance Alarm Activated - No Trouble Found","CASTLE FRANK STATION  -  BD"
"259","MUPAA",1835,2025-01-28,17:00:00,"Tuesday","ST PATRICK STATION","3","7","N","YU","5506","Passenger Assistance Alarm Activated - No Trouble Found","ST PATRICK STATION  -  YU"
"260","MUPAA",1066,2025-01-16,01:40:00,"Thursday","ST CLAIR STATION","6","13","S","YU","6056","Passenger Assistance Alarm Activated - No Trouble Found","ST CLAIR STATION  -  YU"
"261","MUPAA",192,2025-01-03,01:47:00,"Friday","WELLESLEY STATION","6","12","S","YU","5471","Passenger Assistance Alarm Activated - No Trouble Found","WELLESLEY STATION  -  YU"
"262","MUPAA",627,2025-01-10,11:08:00,"Friday","MUSEUM STATION","5","10","S","YU","5651","Passenger Assistance Alarm Activated - No Trouble Found","MUSEUM STATION  -  YU"
"263","MUPAA",1329,2025-01-21,07:52:00,"Tuesday","LAWRENCE STATION","4","6","S","YU","5635","Passenger Assistance Alarm Activated - No Trouble Found","LAWRENCE STATION  -  YU"
"264","MUPAA",819,2025-01-13,18:01:00,"Monday","QUEEN'S PARK STATION","4","6","S","YU","5976","Passenger Assistance Alarm Activated - No Trouble Found","QUEEN'S PARK STATION  -  YU"
"265","MUPAA",2038,2025-01-31,07:35:00,"Friday","LAWRENCE STATION","3","6","S","YU","5996","Passenger Assistance Alarm Activated - No Trouble Found","LAWRENCE STATION  -  YU"
"266","MUPAA",582,2025-01-09,20:33:00,"Thursday","QUEEN STATION","3","7","S","YU","5832","Passenger Assistance Alarm Activated - No Trouble Found","QUEEN STATION  -  YU"
"267","MUPAA",16,2025-01-01,13:44:00,"Wednesday","COLLEGE STATION","3","7","N","YU","5606","Passenger Assistance Alarm Activated - No Trouble Found","COLLEGE STATION  -  YU"
"268","MUPAA",1800,2025-01-28,08:11:00,"Tuesday","QUEEN'S PARK STATION","4","6","N","YU","5991","Passenger Assistance Alarm Activated - No Trouble Found","QUEEN'S PARK STATION  -  YU"
"269","MUPAA",1286,2025-01-20,18:51:00,"Monday","QUEEN'S PARK STATION","3","6","N","YU","5906","Passenger Assistance Alarm Activated - No Trouble Found","QUEEN'S PARK STATION  -  YU"
"270","MUPAA",102,2025-01-02,19:56:00,"Thursday","YORK MILLS STATION","5","7","N","YU","5391","Passenger Assistance Alarm Activated - No Trouble Found","YORK MILLS STATION  -  YU"
"271","MUPAA",1919,2025-01-29,15:08:00,"Wednesday","HIGHWAY 407 STATION","4","8","N","YU","5426","Passenger Assistance Alarm Activated - No Trouble Found","HIGHWAY 407 STATION  -  YU"
"272","MUPAA",1780,2025-01-27,23:19:00,"Monday","ST CLAIR STATION","5","11","N","YU","5651","Passenger Assistance Alarm Activated - No Trouble Found","ST CLAIR STATION  -  YU"
"273","MUPAA",562,2025-01-09,15:19:00,"Thursday","YORKDALE STATION","3","7","S","YU","5986","Passenger Assistance Alarm Activated - No Trouble Found","YORKDALE STATION  -  YU"
"274","MUPAA",123,2025-01-02,23:30:00,"Thursday","ST CLAIR STATION","4","10","S","YU","5711","Passenger Assistance Alarm Activated - No Trouble Found","ST CLAIR STATION  -  YU"
"275","MUPAA",620,2025-01-10,09:23:00,"Friday","EGLINTON STATION","7","10","S","YU","5861","Passenger Assistance Alarm Activated - No Trouble Found","EGLINTON STATION  -  YU"
"276","MUPAA",2053,2025-01-31,12:28:00,"Friday","COLLEGE STATION","3","8","S","YU","5826","Passenger Assistance Alarm Activated - No Trouble Found","COLLEGE STATION  -  YU"
"277","MUPAA",19,2025-01-01,14:56:00,"Wednesday","ST PATRICK STATION","5","9","N","YU","5601","Passenger Assistance Alarm Activated - No Trouble Found","ST PATRICK STATION  -  YU"
"278","MUPAA",785,2025-01-13,08:45:00,"Monday","FINCH STATION","4","7","None","YU","6051","Passenger Assistance Alarm Activated - No Trouble Found","FINCH STATION  -  YU"
"279","MUPAA",1113,2025-01-17,19:30:00,"Friday","YONGE BD STATION","4","9","W","BD","5164","Passenger Assistance Alarm Activated - No Trouble Found","YONGE BD STATION  -  BD"
"280","MUPAA",177,2025-01-03,19:27:00,"Friday","COXWELL STATION","3","8","W","BD","5038","Passenger Assistance Alarm Activated - No Trouble Found","COXWELL STATION  -  BD"
"281","MUPAA",667,2025-01-10,23:31:00,"Friday","WOODBINE STATION","4","9","W","BD","5349","Passenger Assistance Alarm Activated - No Trouble Found","WOODBINE STATION  -  BD"
"282","MUPAA",1799,2025-01-28,07:36:00,"Tuesday","COLLEGE STATION","5","7","S","YU","5716","Passenger Assistance Alarm Activated - No Trouble Found","COLLEGE STATION  -  YU"
"283","MUPAA",1713,2025-01-26,12:54:00,"Sunday","LESLIE STATION","4","11","E","SHP","6191","Passenger Assistance Alarm Activated - No Trouble Found","LESLIE STATION  -  SHP"
"284","MUPAA",1306,2025-01-20,23:57:00,"Monday","ST GEORGE YUS STATION","4","11","S","YU","5551","Passenger Assistance Alarm Activated - No Trouble Found","ST GEORGE YUS STATION  -  YU"
"285","MUPAA",1513,2025-01-23,21:26:00,"Thursday","ROSEDALE STATION","3","6","S","YU","6071","Passenger Assistance Alarm Activated - No Trouble Found","ROSEDALE STATION  -  YU"
"286","MUPAA",1439,2025-01-22,19:01:00,"Wednesday","UNION STATION- ST ANDR","4","6","None","YU","5546","Passenger Assistance Alarm Activated - No Trouble Found","UNION STATION- ST ANDR  -  YU"
"287","MUPLB",806,2025-01-13,15:54:00,"Monday","ST GEORGE BD STATION","27","30","E","BD","5195","Fire/Smoke Plan B - Source TTC","ST GEORGE BD STATION  -  BD"
"288","MUPR1",188,2025-01-03,23:21:00,"Friday","ST PATRICK STATION","90","96","N","YU","5441","Priority One - Train in Contact With Person","ST PATRICK STATION  -  YU"
"289","MUPR1",1663,2025-01-25,23:46:00,"Saturday","HIGH PARK STATION","6","12","W","BD","5057","Priority One - Train in Contact With Person","HIGH PARK STATION  -  BD"
"290","MUPR1",966,2025-01-15,15:50:00,"Wednesday","COLLEGE STATION","4","8","S","YU","5511","Priority One - Train in Contact With Person","COLLEGE STATION  -  YU"
"291","MUPR1",1658,2025-01-25,23:05:00,"Saturday","QUEEN STATION","10","16","S","YU","6086","Priority One - Train in Contact With Person","QUEEN STATION  -  YU"
"292","MUSAN",87,2025-01-02,15:25:00,"Thursday","KIPLING STATION","3","6","W","BD","5028","Unsanitary Vehicle","KIPLING STATION  -  BD"
"293","MUSAN",1608,2025-01-24,15:19:00,"Friday","DON MILLS STATION","7","14","E","SHP","6196","Unsanitary Vehicle","DON MILLS STATION  -  SHP"
"294","MUSAN",1747,2025-01-27,14:06:00,"Monday","KIPLING STATION","4","8","W","BD","5190","Unsanitary Vehicle","KIPLING STATION  -  BD"
"295","MUSAN",533,2025-01-09,08:58:00,"Thursday","KENNEDY BD STATION","3","6","W","BD","5280","Unsanitary Vehicle","KENNEDY BD STATION  -  BD"
"296","MUSAN",166,2025-01-03,15:30:00,"Friday","KENNEDY BD STATION","3","6","W","BD","5316","Unsanitary Vehicle","KENNEDY BD STATION  -  BD"
"297","MUSAN",283,2025-01-05,22:13:00,"Sunday","KIPLING STATION","6","12","E","BD","5026","Unsanitary Vehicle","KIPLING STATION  -  BD"
"298","MUSAN",545,2025-01-09,11:26:00,"Thursday","ST PATRICK STATION","5","10","S","YU","5816","Unsanitary Vehicle","ST PATRICK STATION  -  YU"
"299","MUSAN",383,2025-01-07,08:46:00,"Tuesday","KIPLING STATION","4","6","E","BD","5094","Unsanitary Vehicle","KIPLING STATION  -  BD"
"300","MUSAN",556,2025-01-09,13:33:00,"Thursday","FINCH STATION","5","10","S","YU","6126","Unsanitary Vehicle","FINCH STATION  -  YU"
"301","MUSAN",329,2025-01-06,14:01:00,"Monday","PAPE STATION","4","8","E","BD","5229","Unsanitary Vehicle","PAPE STATION  -  BD"
"302","MUSAN",1425,2025-01-22,14:31:00,"Wednesday","YORKDALE STATION","4","8","S","YU","5416","Unsanitary Vehicle","YORKDALE STATION  -  YU"
"303","MUSAN",1148,2025-01-18,11:47:00,"Saturday","UNION STATION","6","11","None","YU","5841","Unsanitary Vehicle","UNION STATION  -  YU"
"304","MUSAN",216,2025-01-04,13:25:00,"Saturday","KENNEDY BD STATION","4","8","W","BD","5084","Unsanitary Vehicle","KENNEDY BD STATION  -  BD"
"305","MUSAN",1,2025-01-01,02:10:00,"Wednesday","BATHURST STATION","5","9","E","BD","5227","Unsanitary Vehicle","BATHURST STATION  -  BD"
"306","MUSAN",1168,2025-01-18,18:02:00,"Saturday","KING STATION","5","10","N","YU","5576","Unsanitary Vehicle","KING STATION  -  YU"
"307","MUSAN",22,2025-01-01,16:04:00,"Wednesday","RUNNYMEDE STATION","4","8","W","BD","5303","Unsanitary Vehicle","RUNNYMEDE STATION  -  BD"
"308","MUSAN",697,2025-01-11,14:33:00,"Saturday","VAUGHAN MC STATION","4","8","S","YU","5876","Unsanitary Vehicle","VAUGHAN MC STATION  -  YU"
"309","MUSAN",955,2025-01-15,12:55:00,"Wednesday","ST CLAIR WEST STATION","4","8","S","YU","5526","Unsanitary Vehicle","ST CLAIR WEST STATION  -  YU"
"310","MUSAN",580,2025-01-09,19:20:00,"Thursday","VAUGHAN MC STATION","4","8","S","YU","6136","Unsanitary Vehicle","VAUGHAN MC STATION  -  YU"
"311","MUSAN",770,2025-01-12,00:50:00,"Sunday","ROYAL YORK STATION","3","9","W","BD","5268","Unsanitary Vehicle","ROYAL YORK STATION  -  BD"
"312","MUSAN",2103,2025-01-31,01:28:00,"Friday","ST GEORGE YUS STATION","6","12","N","YU","6086","Unsanitary Vehicle","ST GEORGE YUS STATION  -  YU"
"313","MUSAN",261,2025-01-05,15:58:00,"Sunday","VAUGHAN MC STATION","4","8","S","YU","5634","Unsanitary Vehicle","VAUGHAN MC STATION  -  YU"
"314","MUSAN",351,2025-01-06,20:12:00,"Monday","KIPLING STATION","4","8","W","BD","5111","Unsanitary Vehicle","KIPLING STATION  -  BD"
"315","MUSAN",324,2025-01-06,13:16:00,"Monday","KIPLING STATION","4","8","E","BD","5229","Unsanitary Vehicle","KIPLING STATION  -  BD"
"316","MUSAN",418,2025-01-07,17:51:00,"Tuesday","ST GEORGE YUS STATION","8","11","N","YU","5785","Unsanitary Vehicle","ST GEORGE YUS STATION  -  YU"
"317","MUSAN",807,2025-01-13,15:57:00,"Monday","VAUGHAN MC STATION","4","8","S","YU","5916","Unsanitary Vehicle","VAUGHAN MC STATION  -  YU"
"318","MUSAN",24,2025-01-01,16:21:00,"Wednesday","KIPLING STATION","4","8","W","BD","5303","Unsanitary Vehicle","KIPLING STATION  -  BD"
"319","MUSAN",871,2025-01-14,13:00:00,"Tuesday","COXWELL STATION","4","8","E","BD","5011","Unsanitary Vehicle","COXWELL STATION  -  BD"
"320","MUSAN",1316,2025-01-20,15:52:00,"Monday","SHEPPARD-YONGE STATION","7","14","E","SHP","6171","Unsanitary Vehicle","SHEPPARD-YONGE STATION  -  SHP"
"321","MUSAN",594,2025-01-09,00:11:00,"Thursday","DUPONT STATION","6","12","S","YU","5471","Unsanitary Vehicle","DUPONT STATION  -  YU"
"322","MUSAN",1153,2025-01-18,12:14:00,"Saturday","VAUGHAN MC STATION","3","8","N","YU","6063","Unsanitary Vehicle","VAUGHAN MC STATION  -  YU"
"323","MUSAN",344,2025-01-06,18:03:00,"Monday","SHEPPARD WEST STATION","4","7","S","YU","5981","Unsanitary Vehicle","SHEPPARD WEST STATION  -  YU"
"324","MUSAN",969,2025-01-15,16:19:00,"Wednesday","KIPLING STATION","3","6","W","BD","5054","Unsanitary Vehicle","KIPLING STATION  -  BD"
"325","MUSAN",467,2025-01-08,06:50:00,"Wednesday","FINCH STATION","3","5","S","YU","5996","Unsanitary Vehicle","FINCH STATION  -  YU"
"326","MUSC",67,2025-01-02,10:08:00,"Thursday","KIPLING STATION","4","8","E","BD","5047","Miscellaneous Speed Control","KIPLING STATION  -  BD"
"327","MUSC",520,2025-01-08,11:32:00,"Wednesday","DON MILLS STATION","5","12","W","SHP","6161","Miscellaneous Speed Control","DON MILLS STATION  -  SHP"
"328","MUSC",1783,2025-01-27,05:48:00,"Monday","DON MILLS STATION","9","16","W","SHP","6176","Miscellaneous Speed Control","DON MILLS STATION  -  SHP"
"329","MUSC",1555,2025-01-24,10:31:00,"Friday","ST GEORGE BD STATION","3","7","W","BD","5278","Miscellaneous Speed Control","ST GEORGE BD STATION  -  BD"
"330","MUSC",1190,2025-01-19,08:11:00,"Sunday","GREENWOOD STATION","3","8","E","BD","5317","Miscellaneous Speed Control","GREENWOOD STATION  -  BD"
"331","MUSC",1147,2025-01-18,11:04:00,"Saturday","GREENWOOD STATION","5","9","E","BD","5317","Miscellaneous Speed Control","GREENWOOD STATION  -  BD"
"332","MUTD",1994,2025-01-30,16:30:00,"Thursday","LANSDOWNE STATION","3","6","E","BD","5104","Training Department Related Delays","LANSDOWNE STATION  -  BD"
"333","MUTD",1926,2025-01-29,17:52:00,"Wednesday","SHERBOURNE STATION","3","6","W","BD","5313","Training Department Related Delays","SHERBOURNE STATION  -  BD"
"334","MUTD",1046,2025-01-16,19:36:00,"Thursday","WILSON STATION","5","7","S","YU","5901","Training Department Related Delays","WILSON STATION  -  YU"
"335","MUTO",1687,2025-01-26,08:49:00,"Sunday","WARDEN STATION","4","6","W","BD","5340","Misc. Transportation Other - Employee Non-Chargeable","WARDEN STATION  -  BD"
"336","MUTO",334,2025-01-06,15:27:00,"Monday","KIPLING STATION","6","10","E","BD","5260","Misc. Transportation Other - Employee Non-Chargeable","KIPLING STATION  -  BD"
"337","MUTO",28,2025-01-01,17:07:00,"Wednesday","SHEPPARD WEST STATION","3","7","S","YU","6031","Misc. Transportation Other - Employee Non-Chargeable","SHEPPARD WEST STATION  -  YU"
"338","MUTO",1416,2025-01-22,10:49:00,"Wednesday","KIPLING STATION","4","8","W","BD","5084","Misc. Transportation Other - Employee Non-Chargeable","KIPLING STATION  -  BD"
"339","MUTO",1978,2025-01-30,11:42:00,"Thursday","KEELE STATION","4","8","W","BD","5104","Misc. Transportation Other - Employee Non-Chargeable","KEELE STATION  -  BD"
"340","MUTO",758,2025-01-12,18:17:00,"Sunday","ST CLAIR WEST STATION","5","9","N","YU","5881","Misc. Transportation Other - Employee Non-Chargeable","ST CLAIR WEST STATION  -  YU"
"341","MUTO",1458,2025-01-22,23:24:00,"Wednesday","BLOOR STATION","4","9","N","YU","5826","Misc. Transportation Other - Employee Non-Chargeable","BLOOR STATION  -  YU"
"342","MUTO",1029,2025-01-16,14:33:00,"Thursday","KIPLING STATION","4","8","E","BD","5049","Misc. Transportation Other - Employee Non-Chargeable","KIPLING STATION  -  BD"
"343","MUTO",1902,2025-01-29,12:56:00,"Wednesday","KIPLING STATION","19","23","E","BD","5121","Misc. Transportation Other - Employee Non-Chargeable","KIPLING STATION  -  BD"
"344","MUTO",1690,2025-01-26,11:51:00,"Sunday","ISLINGTON STATION","3","6","E","BD","5180","Misc. Transportation Other - Employee Non-Chargeable","ISLINGTON STATION  -  BD"
"345","MUTO",398,2025-01-07,12:55:00,"Tuesday","KIPLING STATION","3","7","E","BD","5148","Misc. Transportation Other - Employee Non-Chargeable","KIPLING STATION  -  BD"
"346","MUTO",1825,2025-01-28,15:12:00,"Tuesday","ISLINGTON STATION","5","9","E","BD","5323","Misc. Transportation Other - Employee Non-Chargeable","ISLINGTON STATION  -  BD"
"347","MUWEA",1242,2025-01-20,07:19:00,"Monday","WOODBINE STATION","6","8","E","BD","5062","Weather Reports / Related Delays","WOODBINE STATION  -  BD"
"348","PUCSC",1518,2025-01-23,22:19:00,"Thursday","KIPLING STATION","5","10","E","BD","5223","Signal Control Problem - Signals","KIPLING STATION  -  BD"
"349","PUMO",1949,2025-01-29,00:47:00,"Wednesday","LANSDOWNE STATION","30","35","W","BD","5155","Station Other","LANSDOWNE STATION  -  BD"
"350","PUMO",750,2025-01-12,15:45:00,"Sunday","WELLESLEY STATION","4","8","N","YU","5571","Station Other","WELLESLEY STATION  -  YU"
"351","PUOPO",1499,2025-01-23,17:18:00,"Thursday","YORKDALE STATION","18","21","S","YU","5636","OPTO (COMMS) Train Door Monitoring","YORKDALE STATION  -  YU"
"352","PUOPO",1424,2025-01-22,13:38:00,"Wednesday","LAWRENCE WEST STATION","9","13","S","YU","6061","OPTO (COMMS) Train Door Monitoring","LAWRENCE WEST STATION  -  YU"
"353","PUOPO",207,2025-01-04,10:40:00,"Saturday","EGLINTON WEST STATION","24","28","S","YU","5656","OPTO (COMMS) Train Door Monitoring","EGLINTON WEST STATION  -  YU"
"354","PUOPO",1541,2025-01-24,07:06:00,"Friday","WILSON STATION","4","6","S","YU","5636","OPTO (COMMS) Train Door Monitoring","WILSON STATION  -  YU"
"355","PUOPO",1500,2025-01-23,18:46:00,"Thursday","VAUGHAN MC STATION","3","6","S","YU","5881","OPTO (COMMS) Train Door Monitoring","VAUGHAN MC STATION  -  YU"
"356","PUOPO",1375,2025-01-21,19:59:00,"Tuesday","OSGOODE STATION","6","9","N","YU","5501","OPTO (COMMS) Train Door Monitoring","OSGOODE STATION  -  YU"
"357","PUOPO",516,2025-01-08,22:35:00,"Wednesday","WELLESLEY STATION","5","10","S","YU","5686","OPTO (COMMS) Train Door Monitoring","WELLESLEY STATION  -  YU"
"358","PUOPO",2032,2025-01-31,06:11:00,"Friday","YORKDALE STATION","16","19","S","YU","5586","OPTO (COMMS) Train Door Monitoring","YORKDALE STATION  -  YU"
"359","PUOPO",609,2025-01-10,07:09:00,"Friday","ROSEDALE STATION","3","6","S","YU","5116","OPTO (COMMS) Train Door Monitoring","ROSEDALE STATION  -  YU"
"360","PUOPO",681,2025-01-11,08:20:00,"Saturday","LAWRENCE WEST STATION","3","9","S","YU","6071","OPTO (COMMS) Train Door Monitoring","LAWRENCE WEST STATION  -  YU"
"361","PUOPO",157,2025-01-03,12:54:00,"Friday","ROSEDALE STATION","5","10","N","YU","5736","OPTO (COMMS) Train Door Monitoring","ROSEDALE STATION  -  YU"
"362","PUOPO",1378,2025-01-21,20:22:00,"Tuesday","ST GEORGE YUS STATION","4","7","N","YU","5876","OPTO (COMMS) Train Door Monitoring","ST GEORGE YUS STATION  -  YU"
"363","PUOPO",1966,2025-01-30,08:17:00,"Thursday","EGLINTON WEST STATION","4","7","N","YU","5441","OPTO (COMMS) Train Door Monitoring","EGLINTON WEST STATION  -  YU"
"364","PUOPO",1363,2025-01-21,17:43:00,"Tuesday","DUPONT STATION","9","11","N","YU","5686","OPTO (COMMS) Train Door Monitoring","DUPONT STATION  -  YU"
"365","PUOPO",1498,2025-01-23,17:12:00,"Thursday","WILSON STATION","4","7","S","YU","5636","OPTO (COMMS) Train Door Monitoring","WILSON STATION  -  YU"
"366","PUOPO",155,2025-01-03,12:44:00,"Friday","ROSEDALE STATION","6","9","N","YU","5891","OPTO (COMMS) Train Door Monitoring","ROSEDALE STATION  -  YU"
"367","PUOPO",528,2025-01-09,07:03:00,"Thursday","ST CLAIR STATION","3","6","S","YU","5676","OPTO (COMMS) Train Door Monitoring","ST CLAIR STATION  -  YU"
"368","PUOPO",610,2025-01-10,07:14:00,"Friday","BLOOR STATION","3","6","S","YU","5116","OPTO (COMMS) Train Door Monitoring","BLOOR STATION  -  YU"
"369","PUOPO",1766,2025-01-27,19:37:00,"Monday","ST CLAIR STATION","3","7","N","YU","5966","OPTO (COMMS) Train Door Monitoring","ST CLAIR STATION  -  YU"
"370","PUOPO",1360,2025-01-21,17:28:00,"Tuesday","QUEEN'S PARK STATION","12","16","N","YU","5486","OPTO (COMMS) Train Door Monitoring","QUEEN'S PARK STATION  -  YU"
"371","PUOPO",632,2025-01-10,13:36:00,"Friday","ST CLAIR STATION","5","9","N","YU","5761","OPTO (COMMS) Train Door Monitoring","ST CLAIR STATION  -  YU"
"372","PUOPO",535,2025-01-09,09:04:00,"Thursday","NORTH YORK CTR STATION","3","5","S","YU","5416","OPTO (COMMS) Train Door Monitoring","NORTH YORK CTR STATION  -  YU"
"373","PUOPO",1537,2025-01-24,05:34:00,"Friday","NORTH YORK CTR STATION","4","None","S","YU","5581","OPTO (COMMS) Train Door Monitoring","NORTH YORK CTR STATION  -  YU"
"374","PUOPO",606,2025-01-10,05:53:00,"Friday","LAWRENCE STATION","18","None","S","YU","5686","OPTO (COMMS) Train Door Monitoring","LAWRENCE STATION  -  YU"
"375","PUOPO",1364,2025-01-21,17:52:00,"Tuesday","ST CLAIR WEST STATION","3","6","N","YU","5686","OPTO (COMMS) Train Door Monitoring","ST CLAIR WEST STATION  -  YU"
"376","PUOPO",755,2025-01-12,17:56:00,"Sunday","LAWRENCE STATION","10","14","N","YU","5686","OPTO (COMMS) Train Door Monitoring","LAWRENCE STATION  -  YU"
"377","PUOPO",26,2025-01-01,16:42:00,"Wednesday","YORK MILLS STATION","12","16","S","YU","5686","OPTO (COMMS) Train Door Monitoring","YORK MILLS STATION  -  YU"
"378","PUOPO",1358,2025-01-21,17:15:00,"Tuesday","UNION STATION - ST AND","6","10","N","YU","5486","OPTO (COMMS) Train Door Monitoring","UNION STATION - ST AND  -  YU"
"379","PUOPO",1195,2025-01-19,10:13:00,"Sunday","NORTH YORK CTR STATION","4","8","S","YU","5616","OPTO (COMMS) Train Door Monitoring","NORTH YORK CTR STATION  -  YU"
"380","PUOPO",1629,2025-01-25,12:13:00,"Saturday","FINCH WEST STATION","7","12","N","YU","6136","OPTO (COMMS) Train Door Monitoring","FINCH WEST STATION  -  YU"
"381","PUOPO",1676,2025-01-25,15:25:00,"Saturday","BAYVIEW STATION","4","11","E","SHP","6186","OPTO (COMMS) Train Door Monitoring","BAYVIEW STATION  -  SHP"
"382","PUOPO",645,2025-01-10,16:47:00,"Friday","NORTH YORK CTR STATION","7","10","N","YU","5761","OPTO (COMMS) Train Door Monitoring","NORTH YORK CTR STATION  -  YU"
"383","PUOPO",1344,2025-01-21,13:15:00,"Tuesday","OSGOODE STATION","6","11","N","YU","5676","OPTO (COMMS) Train Door Monitoring","OSGOODE STATION  -  YU"
"384","PUOPO",1277,2025-01-20,16:30:00,"Monday","ST ANDREW STATION","4","8","N","YU","5511","OPTO (COMMS) Train Door Monitoring","ST ANDREW STATION  -  YU"
"385","PUOPO",848,2025-01-14,05:38:00,"Tuesday","YORK MILLS STATION","4","None","E","YU","6136","OPTO (COMMS) Train Door Monitoring","YORK MILLS STATION  -  YU"
"386","PUOPO",346,2025-01-06,18:09:00,"Monday","SHEPPARD STATION","3","5","S","YU","5391","OPTO (COMMS) Train Door Monitoring","SHEPPARD STATION  -  YU"
"387","PUOPO",1628,2025-01-25,12:12:00,"Saturday","FINCH WEST STATION","3","9","S","YU","5451","OPTO (COMMS) Train Door Monitoring","FINCH WEST STATION  -  YU"
"388","PUOPO",617,2025-01-10,09:07:00,"Friday","OSGOODE STATION","23","26","N","YU","5976","OPTO (COMMS) Train Door Monitoring","OSGOODE STATION  -  YU"
"389","PUOPO",348,2025-01-06,18:16:00,"Monday","YORK MILLS STATION","4","7","S","YU","5391","OPTO (COMMS) Train Door Monitoring","YORK MILLS STATION  -  YU"
"390","PUOPO",910,2025-01-14,22:21:00,"Tuesday","EGLINTON STATION","6","10","N","YU","5726","OPTO (COMMS) Train Door Monitoring","EGLINTON STATION  -  YU"
"391","PUOPO",260,2025-01-05,15:54:00,"Sunday","SHEPPARD STATION","5","8","N","YU","5641","OPTO (COMMS) Train Door Monitoring","SHEPPARD STATION  -  YU"
"392","PUOPO",1345,2025-01-21,13:28:00,"Tuesday","OSGOODE STATION","5","10","N","YU","5726","OPTO (COMMS) Train Door Monitoring","OSGOODE STATION  -  YU"
"393","PUOPO",1941,2025-01-29,22:48:00,"Wednesday","LAWRENCE STATION","5","11","N","YU","5696","OPTO (COMMS) Train Door Monitoring","LAWRENCE STATION  -  YU"
